distance id optim_v-1 optim_v-2 optim_v-3 optim_v-4 optim_v-5 optim_v-6 optim_v-7 optim_v-8 optim_v-9 optim_v-10 optim_v-11 optim_v-12 optim_v-13 optim_v-14 optim_v-15 
464.2701 86 0.07462774 0.05394003 0.07999986 0.2690015 0.03588362 1.162165 0.4145094 0.01791526 0.01352239 1.2e-07 0.7812325 0.2507669 0.04925057 0.0008653124 0.0001553987 
464.0173 87 0.07462774 0.05394003 0.07999986 0.2690015 0.03588362 1.162165 0.4145094 0.01791526 0.01352239 1.2e-07 0.7812325 0.2507679 0.04925057 0.0008653124 0.0001553987 
464.2125 88 0.07462774 0.05394003 0.07999986 0.2690015 0.03588362 1.162165 0.4145094 0.01791526 0.01352239 1.2e-07 0.7812325 0.2507669 0.04925057 0.0008653124 0.0001553987 
464.2464 89 0.07462774 0.05394003 0.07999986 0.2690015 0.03588362 1.162165 0.4145094 0.01791526 0.01352239 1.2e-07 0.7812325 0.2507669 0.04925157 0.0008653124 0.0001553987 
464.0763 90 0.07462774 0.05394003 0.07999986 0.2690015 0.03588362 1.162165 0.4145094 0.01791526 0.01352239 1.2e-07 0.7812325 0.2507669 0.04925057 0.0008653124 0.0001553987 
464.1293 91 0.07462774 0.05394003 0.07999986 0.2690015 0.03588362 1.162165 0.4145094 0.01791526 0.01352239 1.2e-07 0.7812325 0.2507669 0.04925057 0.0008653124 0.0001553987 
464.1942 92 0.07462774 0.05394003 0.07999986 0.2690015 0.03588362 1.162165 0.4145094 0.01791526 0.01352239 1.2e-07 0.7812325 0.2507669 0.04925057 0.0008643124 0.0001553987 
464.2002 93 0.07462774 0.05394003 0.07999986 0.2690015 0.03588362 1.162165 0.4145094 0.01791526 0.01352239 1.2e-07 0.7812325 0.2507669 0.04925057 0.0008653124 0.0001553987 
464.2049 94 0.07462774 0.05394003 0.07999986 0.2690015 0.03588362 1.162165 0.4145094 0.01791526 0.01352239 1.2e-07 0.7812325 0.2507669 0.04925057 0.0008653124 0.0001543987 
456.8223 95 0.09619034 0.05970841 0.09384251 0.3151768 0.04688185 0.9256377 0.3632386 0.02179939 0.01540187 1.150071e-07 0.8365548 0.3258991 0.0630287 0.0008388627 0.0001434335 
456.4202 96 0.09619134 0.05970841 0.09384251 0.3151768 0.04688185 0.9256377 0.3632386 0.02179939 0.01540187 1.150071e-07 0.8365548 0.3258991 0.0630287 0.0008388627 0.0001434335 
456.5355 97 0.09618934 0.05970841 0.09384251 0.3151768 0.04688185 0.9256377 0.3632386 0.02179939 0.01540187 1.150071e-07 0.8365548 0.3258991 0.0630287 0.0008388627 0.0001434335 
456.8534 98 0.09619034 0.05970941 0.09384251 0.3151768 0.04688185 0.9256377 0.3632386 0.02179939 0.01540187 1.150071e-07 0.8365548 0.3258991 0.0630287 0.0008388627 0.0001434335 
456.6207 99 0.09619034 0.05970741 0.09384251 0.3151768 0.04688185 0.9256377 0.3632386 0.02179939 0.01540187 1.150071e-07 0.8365548 0.3258991 0.0630287 0.0008388627 0.0001434335 
457.1464 100 0.09619034 0.05970841 0.09384351 0.3151768 0.04688185 0.9256377 0.3632386 0.02179939 0.01540187 1.150071e-07 0.8365548 0.3258991 0.0630287 0.0008388627 0.0001434335 
456.7318 101 0.09619034 0.05970841 0.09384151 0.3151768 0.04688185 0.9256377 0.3632386 0.02179939 0.01540187 1.150071e-07 0.8365548 0.3258991 0.0630287 0.0008388627 0.0001434335 
456.6424 102 0.09619034 0.05970841 0.09384251 0.3151778 0.04688185 0.9256377 0.3632386 0.02179939 0.01540187 1.150071e-07 0.8365548 0.3258991 0.0630287 0.0008388627 0.0001434335 
456.919 103 0.09619034 0.05970841 0.09384251 0.3151758 0.04688185 0.9256377 0.3632386 0.02179939 0.01540187 1.150071e-07 0.8365548 0.3258991 0.0630287 0.0008388627 0.0001434335 
456.601 104 0.09619034 0.05970841 0.09384251 0.3151768 0.04688285 0.9256377 0.3632386 0.02179939 0.01540187 1.150071e-07 0.8365548 0.3258991 0.0630287 0.0008388627 0.0001434335 
457.0215 105 0.09619034 0.05970841 0.09384251 0.3151768 0.04688085 0.9256377 0.3632386 0.02179939 0.01540187 1.150071e-07 0.8365548 0.3258991 0.0630287 0.0008388627 0.0001434335 
457.0818 106 0.09619034 0.05970841 0.09384251 0.3151768 0.04688185 0.9256387 0.3632386 0.02179939 0.01540187 1.150071e-07 0.8365548 0.3258991 0.0630287 0.0008388627 0.0001434335 
457.0904 107 0.09619034 0.05970841 0.09384251 0.3151768 0.04688185 0.9256367 0.3632386 0.02179939 0.01540187 1.150071e-07 0.8365548 0.3258991 0.0630287 0.0008388627 0.0001434335 
456.5972 108 0.09619034 0.05970841 0.09384251 0.3151768 0.04688185 0.9256377 0.3632396 0.02179939 0.01540187 1.150071e-07 0.8365548 0.3258991 0.0630287 0.0008388627 0.0001434335 
457.2247 109 0.09619034 0.05970841 0.09384251 0.3151768 0.04688185 0.9256377 0.3632376 0.02179939 0.01540187 1.150071e-07 0.8365548 0.3258991 0.0630287 0.0008388627 0.0001434335 
456.4545 110 0.09619034 0.05970841 0.09384251 0.3151768 0.04688185 0.9256377 0.3632386 0.02180039 0.01540187 1.150071e-07 0.8365548 0.3258991 0.0630287 0.0008388627 0.0001434335 
456.759 111 0.09619034 0.05970841 0.09384251 0.3151768 0.04688185 0.9256377 0.3632386 0.02179839 0.01540187 1.150071e-07 0.8365548 0.3258991 0.0630287 0.0008388627 0.0001434335 
456.9309 112 0.09619034 0.05970841 0.09384251 0.3151768 0.04688185 0.9256377 0.3632386 0.02179939 0.01540287 1.150071e-07 0.8365548 0.3258991 0.0630287 0.0008388627 0.0001434335 
456.3983 113 0.09619034 0.05970841 0.09384251 0.3151768 0.04688185 0.9256377 0.3632386 0.02179939 0.01540087 1.150071e-07 0.8365548 0.3258991 0.0630287 0.0008388627 0.0001434335 
456.8893 114 0.09619034 0.05970841 0.09384251 0.3151768 0.04688185 0.9256377 0.3632386 0.02179939 0.01540187 1.2e-07 0.8365548 0.3258991 0.0630287 0.0008388627 0.0001434335 
456.959 115 0.09619034 0.05970841 0.09384251 0.3151768 0.04688185 0.9256377 0.3632386 0.02179939 0.01540187 8e-08 0.8365548 0.3258991 0.0630287 0.0008388627 0.0001434335 
456.9842 116 0.09619034 0.05970841 0.09384251 0.3151768 0.04688185 0.9256377 0.3632386 0.02179939 0.01540187 1.150071e-07 0.8365558 0.3258991 0.0630287 0.0008388627 0.0001434335 
456.9481 117 0.09619034 0.05970841 0.09384251 0.3151768 0.04688185 0.9256377 0.3632386 0.02179939 0.01540187 1.150071e-07 0.8365538 0.3258991 0.0630287 0.0008388627 0.0001434335 
457.1545 118 0.09619034 0.05970841 0.09384251 0.3151768 0.04688185 0.9256377 0.3632386 0.02179939 0.01540187 1.150071e-07 0.8365548 0.3259001 0.0630287 0.0008388627 0.0001434335 
457.0678 119 0.09619034 0.05970841 0.09384251 0.3151768 0.04688185 0.9256377 0.3632386 0.02179939 0.01540187 1.150071e-07 0.8365548 0.3258981 0.0630287 0.0008388627 0.0001434335 
456.8588 120 0.09619034 0.05970841 0.09384251 0.3151768 0.04688185 0.9256377 0.3632386 0.02179939 0.01540187 1.150071e-07 0.8365548 0.3258991 0.0630297 0.0008388627 0.0001434335 
456.6441 121 0.09619034 0.05970841 0.09384251 0.3151768 0.04688185 0.9256377 0.3632386 0.02179939 0.01540187 1.150071e-07 0.8365548 0.3258991 0.0630277 0.0008388627 0.0001434335 
456.8164 122 0.09619034 0.05970841 0.09384251 0.3151768 0.04688185 0.9256377 0.3632386 0.02179939 0.01540187 1.150071e-07 0.8365548 0.3258991 0.0630287 0.0008398627 0.0001434335 
456.6975 123 0.09619034 0.05970841 0.09384251 0.3151768 0.04688185 0.9256377 0.3632386 0.02179939 0.01540187 1.150071e-07 0.8365548 0.3258991 0.0630287 0.0008378627 0.0001434335 
456.6071 124 0.09619034 0.05970841 0.09384251 0.3151768 0.04688185 0.9256377 0.3632386 0.02179939 0.01540187 1.150071e-07 0.8365548 0.3258991 0.0630287 0.0008388627 0.0001444335 
457.2444 125 0.09619034 0.05970841 0.09384251 0.3151768 0.04688185 0.9256377 0.3632386 0.02179939 0.01540187 1.150071e-07 0.8365548 0.3258991 0.0630287 0.0008388627 0.0001424335 
450.8943 126 0.1033796 0.06163166 0.09845785 0.3305723 0.05054881 0.8467761 0.3461442 0.02309441 0.01602852 1.133423e-07 0.855 0.3509493 0.06762252 0.000830044 0.0001394441 
450.138 127 0.1033806 0.06163166 0.09845785 0.3305723 0.05054881 0.8467761 0.3461442 0.02309441 0.01602852 1.133423e-07 0.855 0.3509493 0.06762252 0.000830044 0.0001394441 
450.7855 128 0.1033786 0.06163166 0.09845785 0.3305723 0.05054881 0.8467761 0.3461442 0.02309441 0.01602852 1.133423e-07 0.855 0.3509493 0.06762252 0.000830044 0.0001394441 
450.4366 129 0.1033796 0.06163266 0.09845785 0.3305723 0.05054881 0.8467761 0.3461442 0.02309441 0.01602852 1.133423e-07 0.855 0.3509493 0.06762252 0.000830044 0.0001394441 
450.2508 130 0.1033796 0.06163066 0.09845785 0.3305723 0.05054881 0.8467761 0.3461442 0.02309441 0.01602852 1.133423e-07 0.855 0.3509493 0.06762252 0.000830044 0.0001394441 
449.9918 131 0.1033796 0.06163166 0.09845885 0.3305723 0.05054881 0.8467761 0.3461442 0.02309441 0.01602852 1.133423e-07 0.855 0.3509493 0.06762252 0.000830044 0.0001394441 
449.3755 132 0.1033796 0.06163166 0.09845685 0.3305723 0.05054881 0.8467761 0.3461442 0.02309441 0.01602852 1.133423e-07 0.855 0.3509493 0.06762252 0.000830044 0.0001394441 
450.624 133 0.1033796 0.06163166 0.09845785 0.3305733 0.05054881 0.8467761 0.3461442 0.02309441 0.01602852 1.133423e-07 0.855 0.3509493 0.06762252 0.000830044 0.0001394441 
450.1382 134 0.1033796 0.06163166 0.09845785 0.3305713 0.05054881 0.8467761 0.3461442 0.02309441 0.01602852 1.133423e-07 0.855 0.3509493 0.06762252 0.000830044 0.0001394441 
450.5852 135 0.1033796 0.06163166 0.09845785 0.3305723 0.05054981 0.8467761 0.3461442 0.02309441 0.01602852 1.133423e-07 0.855 0.3509493 0.06762252 0.000830044 0.0001394441 
451.2827 136 0.1033796 0.06163166 0.09845785 0.3305723 0.05054781 0.8467761 0.3461442 0.02309441 0.01602852 1.133423e-07 0.855 0.3509493 0.06762252 0.000830044 0.0001394441 
