distance id optim_v-1 optim_v-2 optim_v-3 optim_v-4 optim_v-5 optim_v-6 optim_v-7 optim_v-8 optim_v-9 optim_v-10 optim_v-11 optim_v-12 optim_v-13 optim_v-14 optim_v-15 
445.4114 310 0.1067846 0.0625423 0.100644 0.337864 0.05228549 0.8094252 0.338048 0.02370776 0.01632537 8e-08 0.8637362 0.3628137 0.06979826 0.0008257339 0.0001384254 
445.7965 311 0.1067846 0.0625423 0.100644 0.337864 0.05228549 0.8094252 0.338048 0.02370776 0.01632537 8e-08 0.8637362 0.3628137 0.06979826 0.0008257339 0.0001364254 
445.6294 312 0.1067873 0.06254325 0.1006455 0.3378697 0.05228692 0.8093963 0.3380416 0.02370824 0.01632555 1.096224e-07 0.8637429 0.3628228 0.06979995 0.000825852 0.0001375416 
444.4766 313 0.1067883 0.06254325 0.1006455 0.3378697 0.05228692 0.8093963 0.3380416 0.02370824 0.01632555 1.096224e-07 0.8637429 0.3628228 0.06979995 0.000825852 0.0001375416 
445.1891 314 0.1067863 0.06254325 0.1006455 0.3378697 0.05228692 0.8093963 0.3380416 0.02370824 0.01632555 1.096224e-07 0.8637429 0.3628228 0.06979995 0.000825852 0.0001375416 
445.6976 315 0.1067873 0.06254425 0.1006455 0.3378697 0.05228692 0.8093963 0.3380416 0.02370824 0.01632555 1.096224e-07 0.8637429 0.3628228 0.06979995 0.000825852 0.0001375416 
445.1805 316 0.1067873 0.06254225 0.1006455 0.3378697 0.05228692 0.8093963 0.3380416 0.02370824 0.01632555 1.096224e-07 0.8637429 0.3628228 0.06979995 0.000825852 0.0001375416 
444.68 317 0.1067873 0.06254325 0.1006465 0.3378697 0.05228692 0.8093963 0.3380416 0.02370824 0.01632555 1.096224e-07 0.8637429 0.3628228 0.06979995 0.000825852 0.0001375416 
445.2571 318 0.1067873 0.06254325 0.1006445 0.3378697 0.05228692 0.8093963 0.3380416 0.02370824 0.01632555 1.096224e-07 0.8637429 0.3628228 0.06979995 0.000825852 0.0001375416 
446.4836 319 0.1067873 0.06254325 0.1006455 0.3378707 0.05228692 0.8093963 0.3380416 0.02370824 0.01632555 1.096224e-07 0.8637429 0.3628228 0.06979995 0.000825852 0.0001375416 
444.288 320 0.1067873 0.06254325 0.1006455 0.3378687 0.05228692 0.8093963 0.3380416 0.02370824 0.01632555 1.096224e-07 0.8637429 0.3628228 0.06979995 0.000825852 0.0001375416 
446.3055 321 0.1067873 0.06254325 0.1006455 0.3378697 0.05228792 0.8093963 0.3380416 0.02370824 0.01632555 1.096224e-07 0.8637429 0.3628228 0.06979995 0.000825852 0.0001375416 
445.9165 322 0.1067873 0.06254325 0.1006455 0.3378697 0.05228592 0.8093963 0.3380416 0.02370824 0.01632555 1.096224e-07 0.8637429 0.3628228 0.06979995 0.000825852 0.0001375416 
446.0169 323 0.1067873 0.06254325 0.1006455 0.3378697 0.05228692 0.8093973 0.3380416 0.02370824 0.01632555 1.096224e-07 0.8637429 0.3628228 0.06979995 0.000825852 0.0001375416 
445.9469 324 0.1067873 0.06254325 0.1006455 0.3378697 0.05228692 0.8093953 0.3380416 0.02370824 0.01632555 1.096224e-07 0.8637429 0.3628228 0.06979995 0.000825852 0.0001375416 
445.5674 325 0.1067873 0.06254325 0.1006455 0.3378697 0.05228692 0.8093963 0.3380426 0.02370824 0.01632555 1.096224e-07 0.8637429 0.3628228 0.06979995 0.000825852 0.0001375416 
445.7783 326 0.1067873 0.06254325 0.1006455 0.3378697 0.05228692 0.8093963 0.3380406 0.02370824 0.01632555 1.096224e-07 0.8637429 0.3628228 0.06979995 0.000825852 0.0001375416 
445.8665 327 0.1067873 0.06254325 0.1006455 0.3378697 0.05228692 0.8093963 0.3380416 0.02370924 0.01632555 1.096224e-07 0.8637429 0.3628228 0.06979995 0.000825852 0.0001375416 
446.3577 328 0.1067873 0.06254325 0.1006455 0.3378697 0.05228692 0.8093963 0.3380416 0.02370724 0.01632555 1.096224e-07 0.8637429 0.3628228 0.06979995 0.000825852 0.0001375416 
445.2451 329 0.1067873 0.06254325 0.1006455 0.3378697 0.05228692 0.8093963 0.3380416 0.02370824 0.01632655 1.096224e-07 0.8637429 0.3628228 0.06979995 0.000825852 0.0001375416 
446.6092 330 0.1067873 0.06254325 0.1006455 0.3378697 0.05228692 0.8093963 0.3380416 0.02370824 0.01632455 1.096224e-07 0.8637429 0.3628228 0.06979995 0.000825852 0.0001375416 
445.4068 331 0.1067873 0.06254325 0.1006455 0.3378697 0.05228692 0.8093963 0.3380416 0.02370824 0.01632555 1.2e-07 0.8637429 0.3628228 0.06979995 0.000825852 0.0001375416 
444.7959 332 0.1067873 0.06254325 0.1006455 0.3378697 0.05228692 0.8093963 0.3380416 0.02370824 0.01632555 8e-08 0.8637429 0.3628228 0.06979995 0.000825852 0.0001375416 
444.2856 333 0.1067873 0.06254325 0.1006455 0.3378697 0.05228692 0.8093963 0.3380416 0.02370824 0.01632555 1.096224e-07 0.8637439 0.3628228 0.06979995 0.000825852 0.0001375416 
446.6308 334 0.1067873 0.06254325 0.1006455 0.3378697 0.05228692 0.8093963 0.3380416 0.02370824 0.01632555 1.096224e-07 0.8637419 0.3628228 0.06979995 0.000825852 0.0001375416 
445.5673 335 0.1067873 0.06254325 0.1006455 0.3378697 0.05228692 0.8093963 0.3380416 0.02370824 0.01632555 1.096224e-07 0.8637429 0.3628238 0.06979995 0.000825852 0.0001375416 
446.3576 336 0.1067873 0.06254325 0.1006455 0.3378697 0.05228692 0.8093963 0.3380416 0.02370824 0.01632555 1.096224e-07 0.8637429 0.3628218 0.06979995 0.000825852 0.0001375416 
447.5894 337 0.1067873 0.06254325 0.1006455 0.3378697 0.05228692 0.8093963 0.3380416 0.02370824 0.01632555 1.096224e-07 0.8637429 0.3628228 0.06980095 0.000825852 0.0001375416 
446.9356 338 0.1067873 0.06254325 0.1006455 0.3378697 0.05228692 0.8093963 0.3380416 0.02370824 0.01632555 1.096224e-07 0.8637429 0.3628228 0.06979895 0.000825852 0.0001375416 
446.1836 339 0.1067873 0.06254325 0.1006455 0.3378697 0.05228692 0.8093963 0.3380416 0.02370824 0.01632555 1.096224e-07 0.8637429 0.3628228 0.06979995 0.000826852 0.0001375416 
445.776 340 0.1067873 0.06254325 0.1006455 0.3378697 0.05228692 0.8093963 0.3380416 0.02370824 0.01632555 1.096224e-07 0.8637429 0.3628228 0.06979995 0.000824852 0.0001375416 
445.8474 341 0.1067873 0.06254325 0.1006455 0.3378697 0.05228692 0.8093963 0.3380416 0.02370824 0.01632555 1.096224e-07 0.8637429 0.3628228 0.06979995 0.000825852 0.0001385416 
444.7338 342 0.1067873 0.06254325 0.1006455 0.3378697 0.05228692 0.8093963 0.3380416 0.02370824 0.01632555 1.096224e-07 0.8637429 0.3628228 0.06979995 0.000825852 0.0001365416 
446.0283 343 0.1067875 0.06254334 0.1006456 0.3378702 0.05228705 0.8093937 0.3380411 0.02370828 0.01632556 1.123238e-07 0.8637435 0.3628237 0.06980011 0.0008258628 0.0001375522 
446.4615 344 0.1067885 0.06254334 0.1006456 0.3378702 0.05228705 0.8093937 0.3380411 0.02370828 0.01632556 1.123238e-07 0.8637435 0.3628237 0.06980011 0.0008258628 0.0001375522 
445.4407 345 0.1067865 0.06254334 0.1006456 0.3378702 0.05228705 0.8093937 0.3380411 0.02370828 0.01632556 1.123238e-07 0.8637435 0.3628237 0.06980011 0.0008258628 0.0001375522 
445.523 346 0.1067875 0.06254434 0.1006456 0.3378702 0.05228705 0.8093937 0.3380411 0.02370828 0.01632556 1.123238e-07 0.8637435 0.3628237 0.06980011 0.0008258628 0.0001375522 
445.1781 347 0.1067875 0.06254234 0.1006456 0.3378702 0.05228705 0.8093937 0.3380411 0.02370828 0.01632556 1.123238e-07 0.8637435 0.3628237 0.06980011 0.0008258628 0.0001375522 
444.4218 348 0.1067875 0.06254334 0.1006466 0.3378702 0.05228705 0.8093937 0.3380411 0.02370828 0.01632556 1.123238e-07 0.8637435 0.3628237 0.06980011 0.0008258628 0.0001375522 
444.3768 349 0.1067875 0.06254334 0.1006446 0.3378702 0.05228705 0.8093937 0.3380411 0.02370828 0.01632556 1.123238e-07 0.8637435 0.3628237 0.06980011 0.0008258628 0.0001375522 
444.1597 350 0.1067875 0.06254334 0.1006456 0.3378712 0.05228705 0.8093937 0.3380411 0.02370828 0.01632556 1.123238e-07 0.8637435 0.3628237 0.06980011 0.0008258628 0.0001375522 
444.6759 351 0.1067875 0.06254334 0.1006456 0.3378692 0.05228705 0.8093937 0.3380411 0.02370828 0.01632556 1.123238e-07 0.8637435 0.3628237 0.06980011 0.0008258628 0.0001375522 
444.8609 352 0.1067875 0.06254334 0.1006456 0.3378702 0.05228805 0.8093937 0.3380411 0.02370828 0.01632556 1.123238e-07 0.8637435 0.3628237 0.06980011 0.0008258628 0.0001375522 
445.3915 353 0.1067875 0.06254334 0.1006456 0.3378702 0.05228605 0.8093937 0.3380411 0.02370828 0.01632556 1.123238e-07 0.8637435 0.3628237 0.06980011 0.0008258628 0.0001375522 
445.8896 354 0.1067875 0.06254334 0.1006456 0.3378702 0.05228705 0.8093947 0.3380411 0.02370828 0.01632556 1.123238e-07 0.8637435 0.3628237 0.06980011 0.0008258628 0.0001375522 
445.2371 355 0.1067875 0.06254334 0.1006456 0.3378702 0.05228705 0.8093927 0.3380411 0.02370828 0.01632556 1.123238e-07 0.8637435 0.3628237 0.06980011 0.0008258628 0.0001375522 
444.6634 356 0.1067875 0.06254334 0.1006456 0.3378702 0.05228705 0.8093937 0.3380421 0.02370828 0.01632556 1.123238e-07 0.8637435 0.3628237 0.06980011 0.0008258628 0.0001375522 
444.6125 357 0.1067875 0.06254334 0.1006456 0.3378702 0.05228705 0.8093937 0.3380401 0.02370828 0.01632556 1.123238e-07 0.8637435 0.3628237 0.06980011 0.0008258628 0.0001375522 
445.663 358 0.1067875 0.06254334 0.1006456 0.3378702 0.05228705 0.8093937 0.3380411 0.02370928 0.01632556 1.123238e-07 0.8637435 0.3628237 0.06980011 0.0008258628 0.0001375522 
444.3145 359 0.1067875 0.06254334 0.1006456 0.3378702 0.05228705 0.8093937 0.3380411 0.02370728 0.01632556 1.123238e-07 0.8637435 0.3628237 0.06980011 0.0008258628 0.0001375522 
446.0533 360 0.1067875 0.06254334 0.1006456 0.3378702 0.05228705 0.8093937 0.3380411 0.02370828 0.01632656 1.123238e-07 0.8637435 0.3628237 0.06980011 0.0008258628 0.0001375522 
446.5231 361 0.1067875 0.06254334 0.1006456 0.3378702 0.05228705 0.8093937 0.3380411 0.02370828 0.01632456 1.123238e-07 0.8637435 0.3628237 0.06980011 0.0008258628 0.0001375522 
445.0602 362 0.1067875 0.06254334 0.1006456 0.3378702 0.05228705 0.8093937 0.3380411 0.02370828 0.01632556 1.2e-07 0.8637435 0.3628237 0.06980011 0.0008258628 0.0001375522 
445.9841 363 0.1067875 0.06254334 0.1006456 0.3378702 0.05228705 0.8093937 0.3380411 0.02370828 0.01632556 8e-08 0.8637435 0.3628237 0.06980011 0.0008258628 0.0001375522 
446.6613 364 0.1067875 0.06254334 0.1006456 0.3378702 0.05228705 0.8093937 0.3380411 0.02370828 0.01632556 1.123238e-07 0.8637445 0.3628237 0.06980011 0.0008258628 0.0001375522 
444.4818 365 0.1067875 0.06254334 0.1006456 0.3378702 0.05228705 0.8093937 0.3380411 0.02370828 0.01632556 1.123238e-07 0.8637425 0.3628237 0.06980011 0.0008258628 0.0001375522 
446.2689 366 0.1067875 0.06254334 0.1006456 0.3378702 0.05228705 0.8093937 0.3380411 0.02370828 0.01632556 1.123238e-07 0.8637435 0.3628247 0.06980011 0.0008258628 0.0001375522 
444.7496 367 0.1067875 0.06254334 0.1006456 0.3378702 0.05228705 0.8093937 0.3380411 0.02370828 0.01632556 1.123238e-07 0.8637435 0.3628227 0.06980011 0.0008258628 0.0001375522 
444.8094 368 0.1067875 0.06254334 0.1006456 0.3378702 0.05228705 0.8093937 0.3380411 0.02370828 0.01632556 1.123238e-07 0.8637435 0.3628237 0.06980111 0.0008258628 0.0001375522 
445.9619 369 0.1067875 0.06254334 0.1006456 0.3378702 0.05228705 0.8093937 0.3380411 0.02370828 0.01632556 1.123238e-07 0.8637435 0.3628237 0.06979911 0.0008258628 0.0001375522 
446.3961 370 0.1067875 0.06254334 0.1006456 0.3378702 0.05228705 0.8093937 0.3380411 0.02370828 0.01632556 1.123238e-07 0.8637435 0.3628237 0.06980011 0.0008268628 0.0001375522 
444.946 371 0.1067875 0.06254334 0.1006456 0.3378702 0.05228705 0.8093937 0.3380411 0.02370828 0.01632556 1.123238e-07 0.8637435 0.3628237 0.06980011 0.0008248628 0.0001375522 
445.2798 372 0.1067875 0.06254334 0.1006456 0.3378702 0.05228705 0.8093937 0.3380411 0.02370828 0.01632556 1.123238e-07 0.8637435 0.3628237 0.06980011 0.0008258628 0.0001385522 
445.1381 373 0.1067875 0.06254334 0.1006456 0.3378702 0.05228705 0.8093937 0.3380411 0.02370828 0.01632556 1.123238e-07 0.8637435 0.3628237 0.06980011 0.0008258628 0.0001365522 
445.8574 374 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125521e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
445.9488 375 0.1067885 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125521e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
445.503 376 0.1067865 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125521e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
447.1939 377 0.1067875 0.06254434 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125521e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
446.714 378 0.1067875 0.06254234 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125521e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
445.8686 379 0.1067875 0.06254334 0.1006466 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125521e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
444.9951 380 0.1067875 0.06254334 0.1006446 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125521e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
445.2384 381 0.1067875 0.06254334 0.1006456 0.3378712 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125521e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
446.5551 382 0.1067875 0.06254334 0.1006456 0.3378692 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125521e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
446.3697 383 0.1067875 0.06254334 0.1006456 0.3378702 0.05228806 0.8093934 0.338041 0.02370829 0.01632556 1.125521e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
444.4866 384 0.1067875 0.06254334 0.1006456 0.3378702 0.05228606 0.8093934 0.338041 0.02370829 0.01632556 1.125521e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
446.6137 385 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093944 0.338041 0.02370829 0.01632556 1.125521e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
443.6103 386 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093924 0.338041 0.02370829 0.01632556 1.125521e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
444.6244 387 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338042 0.02370829 0.01632556 1.125521e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
444.9056 388 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.33804 0.02370829 0.01632556 1.125521e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
445.4788 389 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370929 0.01632556 1.125521e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
446.895 390 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370729 0.01632556 1.125521e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
445.1251 391 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632656 1.125521e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
445.6522 392 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632456 1.125521e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
446.3145 393 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.2e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
446.5324 394 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 8e-08 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
444.816 395 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125521e-07 0.8637445 0.3628238 0.06980012 0.0008258637 0.0001375531 
445.3233 396 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125521e-07 0.8637425 0.3628238 0.06980012 0.0008258637 0.0001375531 
445.0042 397 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125521e-07 0.8637435 0.3628248 0.06980012 0.0008258637 0.0001375531 
445.3887 398 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125521e-07 0.8637435 0.3628228 0.06980012 0.0008258637 0.0001375531 
445.1541 399 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125521e-07 0.8637435 0.3628238 0.06980112 0.0008258637 0.0001375531 
446.3953 400 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125521e-07 0.8637435 0.3628238 0.06979912 0.0008258637 0.0001375531 
444.4146 401 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125521e-07 0.8637435 0.3628238 0.06980012 0.0008268637 0.0001375531 
445.0366 402 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125521e-07 0.8637435 0.3628238 0.06980012 0.0008248637 0.0001375531 
446.0672 403 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125521e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001385531 
445.9707 404 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125521e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001365531 
444.9429 405 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
446.5141 406 0.1067885 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
445.4411 407 0.1067865 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
445.3453 408 0.1067875 0.06254434 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
444.2372 409 0.1067875 0.06254234 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
445.5031 410 0.1067875 0.06254334 0.1006466 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
445.6823 411 0.1067875 0.06254334 0.1006446 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
444.5363 412 0.1067875 0.06254334 0.1006456 0.3378712 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
444.5209 413 0.1067875 0.06254334 0.1006456 0.3378692 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
446.1162 414 0.1067875 0.06254334 0.1006456 0.3378702 0.05228806 0.8093934 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
445.9345 415 0.1067875 0.06254334 0.1006456 0.3378702 0.05228606 0.8093934 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
446.0653 416 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093944 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
443.7246 417 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093924 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
445.4179 418 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338042 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
446.2626 419 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.33804 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
446.6052 420 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370929 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
445.9545 421 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370729 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
445.7414 422 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632656 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
445.9375 423 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632456 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
444.7055 424 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.2e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
445.9227 425 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 8e-08 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
445.7163 426 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637445 0.3628238 0.06980012 0.0008258637 0.0001375531 
443.9639 427 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637425 0.3628238 0.06980012 0.0008258637 0.0001375531 
443.8278 428 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628248 0.06980012 0.0008258637 0.0001375531 
445.8673 429 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628228 0.06980012 0.0008258637 0.0001375531 
445.2 430 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06980112 0.0008258637 0.0001375531 
446.3898 431 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06979912 0.0008258637 0.0001375531 
446.0896 432 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008268637 0.0001375531 
445.4305 433 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008248637 0.0001375531 
447.0223 434 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001385531 
445.5912 435 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001365531 
446.8691 436 0.1067875 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
445.4633 437 0.1067885 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
446.1984 438 0.1067865 0.06254334 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
446.5749 439 0.1067875 0.06254434 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
446.2195 440 0.1067875 0.06254234 0.1006456 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
444.547 441 0.1067875 0.06254334 0.1006466 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
444.6367 442 0.1067875 0.06254334 0.1006446 0.3378702 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
445.2386 443 0.1067875 0.06254334 0.1006456 0.3378712 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
445.7726 444 0.1067875 0.06254334 0.1006456 0.3378692 0.05228706 0.8093934 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
445.7257 445 0.1067875 0.06254334 0.1006456 0.3378702 0.05228806 0.8093934 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
444.8347 446 0.1067875 0.06254334 0.1006456 0.3378702 0.05228606 0.8093934 0.338041 0.02370829 0.01632556 1.125532e-07 0.8637435 0.3628238 0.06980012 0.0008258637 0.0001375531 
